run	step_time_s	throughput_tok_s	actor_mfu	critic_mfu	actor_infer_mfu	critic_score_mean	actor_entropy	timing_gen	timing_old_log_prob	timing_values	timing_update_actor	timing_update_critic	timing_update_weights
E1-default	5.191716517001623	540.5967353589084	np.float64(0.023683754504275595)	np.float64(0.04353411028952631)	0.030060510317479704	0.5	0.20482918620109558	1.3134690939914435	0.513755840001977	0.4552066949981963	0.8869551680108998	0.6698921299976064	1.3392642260005232
E1-auto	4.948561095996411	643.3183178390143	np.float64(0.03128359769453126)	np.float64(0.1105233222640655)	0.05558104886472499	0.59375	0.1255265772342682	1.1700504540058319	0.5118572570063407	0.30037733100471087	1.1992156890046317	0.4785577329894295	1.274903170997277
E2-auto-tp1													
E2-auto-altgen	4.648453256988432	673.7993966683861[36m(TaskRunner	np.float64(0.030099740389154868)	np.float64(0.10974980304249395)	0.05228053083212659	0.390625	0.3979191482067108	1.1640833349956665	0.5077458519954234	0.2976410730043426	1.1995149869908346	0.4752779249974992	0.9912056430039229
